index,nr_links,verbos,substantivos,adverbios,pronomes,artigos,adjetivo,numerais,preposicoes,conjuncoes,interjeicoes,verbos_modais,n_palvaras,prop_palavras_erradas,n_camel_case,n_upper_case,n_pronome_1,n_pronome_1_plural,n_pronome_2,n_characteres,avg_sentence,avg_word_length
984,0,39,98,4,5,39,16,5,33,9,0,1,247,0.08661417322834646,29,3,0,0,1,1588,18.214285714285715,5.234817813765182
985,0,20,38,4,4,12,9,1,19,4,0,0,117,0.05982905982905983,7,0,0,0,0,741,15.0,5.017094017094017
986,0,40,47,8,15,22,13,2,23,10,0,0,187,0.03208556149732621,8,3,3,0,2,1114,19.6,4.566844919786096
987,0,28,66,11,0,26,8,7,29,10,0,3,203,0.04433497536945813,21,14,0,0,0,1260,23.0,4.9655172413793105
988,0,33,47,9,6,27,10,7,24,8,0,1,187,0.0213903743315508,5,4,0,0,0,1066,18.7,4.588235294117647
989,0,12,57,10,4,14,8,6,15,6,0,0,144,0.05555555555555555,16,3,0,0,0,886,21.142857142857142,4.861111111111111
99,0,11,38,0,2,15,2,1,14,1,0,0,83,0.060240963855421686,10,3,0,0,0,501,16.6,4.819277108433735
990,0,25,31,3,3,19,4,1,11,4,0,0,103,0.02912621359223301,1,2,0,0,0,605,17.5,4.640776699029126
991,0,34,77,13,9,35,23,8,39,8,0,1,253,0.03557312252964427,10,5,0,0,0,1556,19.692307692307693,4.980237154150197
992,0,24,56,5,7,23,10,1,17,6,0,0,153,0.06493506493506493,17,8,0,0,0,972,19.375,5.111111111111111
993,0,17,25,2,4,8,5,1,12,3,0,0,83,0.07228915662650602,7,2,0,0,2,515,12.285714285714286,4.710843373493976
994,0,13,19,4,2,9,7,1,6,4,0,0,65,0.015384615384615385,3,1,0,0,0,390,13.4,4.753846153846154
995,0,24,54,2,7,29,7,3,24,6,0,0,162,0.043209876543209874,10,6,0,0,1,963,27.166666666666668,4.771604938271605
996,0,14,41,1,0,17,12,5,24,6,0,0,128,0.0703125,13,8,0,0,0,757,18.571428571428573,4.7109375
997,0,40,100,9,11,38,12,4,29,13,0,1,269,0.06319702602230483,18,6,0,0,0,1569,18.2,4.620817843866171
998,0,26,23,1,7,16,7,0,12,5,0,1,103,0.019417475728155338,4,4,1,0,1,629,15.142857142857142,4.766990291262136
999,0,76,97,25,39,53,28,9,39,37,0,1,414,0.03140096618357488,10,3,17,1,1,2530,26.25,4.857487922705314
1,0,22,54,6,4,23,6,0,23,7,0,0,146,0.0821917808219178,9,3,0,0,0,918,29.2,5.123287671232877
10,0,123,300,51,38,111,58,19,117,30,1,5,855,0.04678362573099415,62,25,4,1,3,5329,15.0,4.918128654970761
100,0,60,198,20,13,57,17,6,72,22,0,1,470,0.06170212765957447,57,14,0,0,4,2985,23.6,5.104255319148936
1000,0,938,2596,281,222,976,433,222,1292,340,1,36,7514,0.05588078765300692,300,127,0,15,33,46084,25.568027210884352,4.974846952355603
1001,0,92,343,51,29,82,41,9,114,38,0,3,812,0.07512315270935961,97,24,1,3,3,5207,20.3,5.220443349753695
1002,0,86,314,40,30,96,47,19,132,30,0,2,809,0.04573547589616811,79,14,1,1,2,4865,19.75609756097561,4.861557478368356
1003,0,51,191,26,19,48,25,4,70,10,0,2,447,0.06263982102908278,53,8,0,0,2,2716,18.625,4.894854586129754
1004,0,172,594,90,62,242,107,29,257,63,0,7,1673,0.05379557680812911,130,35,0,1,9,10306,27.06451612903226,5.005379557680813
1005,0,87,162,46,24,91,31,2,71,38,0,6,566,0.02120141342756184,21,18,0,0,3,3299,18.387096774193548,4.687279151943463
1006,0,353,956,123,79,333,117,35,422,114,0,4,2554,0.06291520125048847,198,68,0,6,16,15955,22.707964601769913,5.070477682067345
1007,0,175,421,48,44,170,65,48,201,40,0,4,1251,0.03750997605746209,103,19,1,3,10,7421,16.076923076923077,4.7617905675459635
1008,0,88,217,22,22,75,22,18,105,16,0,7,601,0.07413509060955518,56,26,1,1,6,3565,20.333333333333332,4.762063227953411
1009,0,278,505,133,150,274,140,14,268,87,3,13,1868,0.06826666666666667,82,19,2,14,20,11310,20.42391304347826,4.875267665952891
101,0,42,137,14,7,48,9,5,38,18,0,2,314,0.11146496815286625,40,24,1,0,1,2054,21.0,5.229299363057325
1010,0,170,523,55,45,178,78,34,193,65,1,1,1363,0.07263389581804842,140,26,0,1,3,8363,16.903614457831324,4.8804108584005865
1011,0,379,495,169,162,300,81,22,217,118,7,21,2003,0.020968547179231155,34,34,56,2,7,11006,15.06766917293233,4.353469795307039
1012,0,129,345,54,30,119,38,13,145,46,0,3,923,0.0628385698808234,81,25,0,5,2,5772,28.03030303030303,5.092091007583965
1013,0,286,430,127,91,208,72,28,222,76,0,27,1610,0.032898820608317815,48,36,9,1,6,9510,13.008064516129032,4.752173913043478
1014,0,527,1504,188,125,441,290,121,640,196,0,20,4094,0.05497445876915592,302,85,9,11,3,24739,20.310679611650485,4.8219345383488035
1015,0,147,383,46,44,146,51,19,185,47,0,4,1094,0.056672760511883,105,35,0,3,7,6678,24.886363636363637,4.929616087751371
1016,0,238,393,85,81,172,32,25,167,75,2,16,1305,0.03065134099616858,98,31,12,3,19,7492,16.569620253164558,4.557854406130268
1017,0,60,136,20,18,69,33,11,79,18,0,3,456,0.041666666666666664,32,10,1,1,3,2798,20.772727272727273,4.949561403508772
1018,0,270,689,87,68,213,84,77,349,81,0,11,2022,0.03409090909090909,126,40,7,0,10,12109,19.009345794392523,4.813550939663699
1019,0,203,437,82,59,184,85,16,232,62,0,9,1383,0.07881417208966016,95,30,0,1,4,8240,25.64814814814815,4.8163412870571225
102,0,23,45,9,4,18,6,5,28,6,0,1,154,0.045454545454545456,11,4,0,0,2,894,19.25,4.603896103896104
1020,0,41,167,15,17,56,22,7,63,12,0,0,404,0.08148148148148149,38,15,1,1,1,2538,29.214285714285715,5.056930693069307
1021,1,262,770,110,75,247,97,26,344,95,0,4,2063,0.06824782187802517,192,70,7,3,13,12363,23.804597701149426,4.831798351914688
1022,0,213,412,60,69,165,29,16,177,65,1,7,1205,0.04896265560165975,117,36,7,0,14,7341,17.75,4.901244813278009
1023,0,256,696,109,63,246,196,22,329,97,0,4,2065,0.03292978208232446,115,49,1,4,8,13244,22.548387096774192,5.253268765133172
1024,0,120,306,28,27,110,36,33,156,36,0,3,899,0.06451612903225806,69,18,0,1,4,5491,24.45945945945946,4.949944382647386
1025,0,92,332,21,32,76,28,18,124,44,1,4,775,0.04774193548387097,98,22,0,3,14,4687,19.425,4.836129032258064
1026,0,360,640,122,105,298,114,52,328,96,5,18,2200,0.022727272727272728,85,49,21,1,26,12484,16.71969696969697,4.505909090909091
1027,0,59,158,11,22,58,23,15,79,9,0,2,445,0.05393258426966292,34,10,0,0,5,2643,17.8,4.761797752808989
1028,0,240,547,93,83,269,115,18,239,73,0,11,1716,0.03671328671328671,136,75,3,9,7,10298,17.24,4.822261072261072
1029,0,120,344,49,31,97,53,16,154,69,0,2,967,0.04963805584281282,63,26,0,1,5,5848,27.8,4.889348500517063
103,0,66,158,15,9,49,10,5,53,19,0,2,385,0.09350649350649351,37,17,0,0,0,2493,26.0,5.135064935064935
1030,0,228,518,84,77,220,46,23,265,93,1,14,1595,0.0445141065830721,132,39,3,1,11,9751,19.265060240963855,4.926645768025079
1031,0,100,209,32,34,81,16,10,86,40,4,4,636,0.031446540880503145,34,10,5,0,17,3631,15.142857142857142,4.540880503144654
1032,0,230,803,63,37,250,69,17,329,73,0,1,1891,0.06289640591966174,206,49,0,3,6,12121,29.215384615384615,5.226864093072448
1033,0,274,390,113,130,201,79,25,193,60,4,18,1502,0.031291611185086554,72,30,27,5,10,8524,12.725,4.469374167776298
1034,0,102,267,29,27,99,32,12,103,39,0,1,743,0.036290322580645164,70,26,0,0,5,4520,15.914893617021276,4.896366083445491
1035,0,176,473,81,56,154,75,21,224,64,0,3,1350,0.09763313609467456,108,30,2,1,4,8470,26.529411764705884,5.095555555555555
1036,0,152,802,53,14,169,75,37,225,74,0,5,1621,0.04688463911165947,217,83,0,1,1,10294,18.021978021978022,5.1585441085749535
1037,0,105,262,40,23,110,56,13,120,44,0,0,786,0.044529262086514,59,20,0,3,5,4798,26.4,4.930025445292621
1038,0,68,224,29,12,84,29,21,118,27,0,2,643,0.04482225656877898,45,21,0,0,1,3873,25.0,4.858475894245723
1039,0,258,720,109,55,240,87,57,316,72,2,9,1948,0.044501278772378514,117,41,4,7,9,12032,22.551724137931036,4.983572895277208
104,0,55,188,16,8,56,22,10,84,18,0,1,481,0.07676348547717843,47,33,0,0,0,2927,28.470588235294116,4.846153846153846
1040,0,71,252,17,22,78,31,9,104,26,0,2,615,0.06493506493506493,56,21,0,3,5,3716,23.0,4.879674796747968
1041,0,322,576,147,111,234,80,25,260,67,3,12,1874,0.049626467449306294,98,41,24,1,14,10857,12.856164383561644,4.58537886872999
1042,0,167,370,59,48,162,80,11,195,64,0,5,1184,0.04625735912531539,77,43,1,3,14,7190,19.933333333333334,4.920608108108108
1043,0,208,492,77,84,215,63,22,233,81,0,6,1512,0.041005291005291,62,24,8,21,11,9183,21.642857142857142,4.913359788359788
1044,0,307,613,171,62,268,135,52,333,97,0,5,2085,0.03501199040767386,93,27,11,4,3,11787,19.866666666666667,4.496402877697841
1045,0,189,377,62,61,154,50,22,180,53,0,10,1172,0.03839590443686007,71,22,5,7,9,7082,19.295081967213115,4.850682593856655
1046,0,331,907,121,54,301,202,90,500,121,0,11,2680,0.042846497764530554,110,34,0,10,1,16901,24.623853211009173,5.147014925373134
1047,0,273,656,95,91,282,130,37,308,94,4,9,2015,0.043328409650418516,93,44,0,16,2,12340,23.379310344827587,4.954342431761787
1048,0,117,238,17,29,96,34,9,107,35,0,9,689,0.04354136429608128,53,17,4,1,7,4397,19.25,5.169811320754717
1049,0,99,204,26,30,81,29,7,68,25,0,2,580,0.032758620689655175,51,16,3,2,4,3647,21.88888888888889,5.022413793103448
105,0,109,360,36,24,65,58,8,149,40,0,1,828,0.09408926417370325,65,9,0,2,2,5559,39.476190476190474,5.457729468599034
1050,0,97,319,33,13,123,40,11,136,29,0,2,802,0.04094292803970223,83,24,0,1,1,5049,27.0,5.113466334164588
1051,0,170,310,50,53,132,19,28,188,63,1,7,1049,0.03622497616777884,55,23,1,0,18,6011,19.867924528301888,4.559580552907531
1052,1,280,766,103,86,222,92,38,343,80,6,10,2070,0.06177606177606178,180,30,6,4,10,12356,23.280898876404493,4.825603864734299
1053,0,278,633,105,131,324,97,27,306,99,1,10,2081,0.033125300048007685,109,56,8,26,26,12131,21.050505050505052,4.684286400768861
1054,0,77,229,22,17,65,21,8,98,26,0,0,568,0.07042253521126761,72,19,0,0,1,3416,28.4,4.85387323943662
1055,0,323,479,122,127,225,94,43,249,82,1,12,1811,0.027609055770292656,61,31,9,3,27,10861,16.04424778761062,4.807288790723358
1056,0,265,759,104,87,266,90,36,318,67,1,13,2019,0.07540660423854115,200,67,2,4,9,12185,20.70408163265306,4.871718672610203
1057,0,231,639,97,56,260,149,31,323,55,0,6,1900,0.03509690937663698,142,45,2,3,14,11732,21.772727272727273,5.008421052631579
1058,0,133,410,40,34,145,45,14,182,57,0,4,1074,0.035381750465549346,80,21,0,1,2,6753,32.72727272727273,5.138733705772812
1059,0,237,449,76,101,183,90,15,230,76,0,3,1495,0.03812709030100334,77,22,1,8,18,9379,25.183333333333334,5.121070234113712
106,0,38,168,11,2,56,13,4,58,15,0,0,362,0.06611570247933884,60,4,0,0,0,2377,21.58823529411765,5.193370165745856
1060,0,90,239,31,27,80,32,14,105,36,0,3,669,0.0687593423019432,50,28,2,0,3,4137,24.814814814814813,4.986547085201794
1061,0,322,705,126,78,264,99,36,272,98,0,6,2018,0.08502224419179437,135,42,3,7,10,12079,17.161016949152543,4.783448959365709
1062,0,96,210,35,22,66,32,15,86,24,0,6,574,0.09565217391304348,56,17,2,0,5,3493,12.822222222222223,4.813588850174216
1063,0,176,389,77,54,167,81,24,164,64,0,4,1192,0.11544850498338871,74,21,0,1,3,7086,23.326923076923077,4.748322147651007
1064,0,466,798,185,184,392,126,24,307,138,0,35,2741,0.02991608901860635,247,106,17,0,55,15534,15.706214689265536,4.4972637723458595
1065,0,151,353,50,35,158,65,59,221,41,0,5,1173,0.03993203058623619,66,42,5,4,1,7057,26.795454545454547,4.8218243819266835
1066,0,112,301,35,15,102,34,23,141,37,0,2,841,0.066429418742586,62,30,0,1,1,5119,29.137931034482758,4.945303210463734
1067,0,142,253,48,31,91,35,10,110,56,0,1,792,0.05793450881612091,54,24,0,1,1,4990,22.11111111111111,5.101010101010101
1068,0,185,393,51,58,161,53,13,194,53,1,12,1188,0.03367003367003367,81,33,4,1,11,7119,19.85,4.773569023569023
1069,0,228,394,63,90,162,50,15,199,72,1,9,1272,0.03537735849056604,42,21,6,0,28,7543,14.988235294117647,4.7492138364779874
107,0,34,95,13,12,40,16,4,41,9,0,1,270,0.05925925925925926,25,14,0,1,3,1720,24.545454545454547,5.103703703703704
1070,0,49,135,6,9,35,9,2,53,10,0,1,318,0.07547169811320754,40,14,0,0,1,2001,21.2,5.10062893081761
1071,0,102,232,18,27,75,15,13,99,24,0,0,627,0.05263157894736842,60,14,4,0,7,3742,20.258064516129032,4.837320574162679
1072,0,448,877,175,189,428,172,23,414,118,1,19,2909,0.05631868131868132,146,66,9,9,27,17482,15.572192513368984,4.844620144379512
1073,0,242,682,89,53,287,133,7,261,84,1,5,1864,0.04772117962466488,113,59,1,6,2,11661,21.21590909090909,5.068669527896995
1074,0,163,498,35,29,153,67,30,231,60,0,9,1305,0.05057471264367816,89,38,0,0,3,8365,27.25,5.230651340996169
1075,0,281,614,118,122,183,54,8,253,67,0,9,1734,0.04087507196315487,185,55,36,3,13,10527,17.76,4.789504036908881
1076,0,158,273,54,40,143,42,22,130,41,0,5,957,0.028154327424400417,51,14,0,3,5,5877,21.08695652173913,4.974921630094044
1077,0,112,288,59,34,114,69,48,176,38,0,4,975,0.037871033776867964,42,16,1,3,9,5948,28.02857142857143,4.92
1078,0,95,326,26,25,100,33,27,176,26,0,1,854,0.04215456674473068,82,26,0,0,10,5033,21.974358974358974,4.741217798594848
1079,0,579,1622,219,125,590,222,133,723,279,1,8,4596,0.04872743093321732,346,130,3,8,21,28591,23.150753768844222,4.976283724978242
108,0,49,135,8,12,52,16,7,57,13,0,2,373,0.05630026809651475,27,12,0,0,1,2348,34.09090909090909,5.056300268096515
1080,0,101,266,39,19,103,36,26,104,25,0,7,738,0.07317073170731707,57,35,4,1,5,4464,17.348837209302324,4.841463414634147
1081,0,135,274,42,33,85,39,12,74,59,1,8,763,0.06413612565445026,72,25,3,1,8,4652,19.743589743589745,4.838794233289646
1082,0,119,372,27,26,111,24,6,151,42,0,1,856,0.08139534883720931,101,25,0,1,2,5347,29.689655172413794,5.077102803738318
1083,0,328,561,108,126,277,104,32,274,87,4,14,1978,0.0262891809908999,87,17,10,4,34,11925,18.5,4.859453993933266
1084,0,200,498,58,44,176,129,58,273,54,0,6,1481,0.04388926401080351,46,16,1,3,2,9389,23.967741935483872,5.1316677920324105
1085,0,122,263,32,43,92,21,8,114,46,1,8,757,0.06340819022457067,38,17,6,0,17,4386,18.071428571428573,4.623513870541611
1086,1,276,736,75,67,237,99,32,282,99,0,5,1948,0.06714505381855458,180,57,6,3,8,11699,23.817073170731707,4.839835728952772
1087,0,269,412,117,118,190,71,7,184,92,0,16,1493,0.03951774949765573,80,54,0,7,24,8783,18.725,4.709310113864702
1088,0,119,361,29,13,125,37,14,174,21,0,3,905,0.055248618784530384,75,41,0,0,2,5574,32.5,4.994475138121547
1089,0,95,277,24,18,83,36,22,128,24,0,3,746,0.06827309236947791,52,20,0,0,3,4587,20.805555555555557,4.966487935656836
109,0,137,510,29,24,130,68,45,239,34,0,5,1235,0.0671462829736211,117,28,0,4,2,8127,29.093023255813954,5.351417004048583
1090,0,357,635,120,91,278,114,17,292,118,0,18,2096,0.035305343511450385,90,64,8,4,10,12978,20.65686274509804,5.006202290076335
1091,0,152,406,57,29,169,47,25,182,50,0,5,1143,0.06649168853893263,77,33,3,0,5,7037,23.367346938775512,4.988626421697288
1092,0,205,572,64,39,181,34,21,244,96,0,2,1498,0.04930046635576282,161,50,1,1,8,9122,19.894736842105264,4.877837116154873
1093,0,93,293,29,28,76,38,24,129,33,0,6,773,0.07373868046571798,59,18,0,1,4,4793,25.833333333333332,5.02457956015524
1094,0,260,697,88,55,234,88,10,309,82,0,4,1853,0.04854368932038835,125,55,0,4,6,12269,27.130434782608695,5.456017269293039
1095,0,102,195,65,51,88,35,4,83,27,1,5,666,0.03566121842496285,31,32,3,3,5,3815,15.2,4.518018018018018
1096,0,87,223,19,19,97,32,26,97,27,0,2,652,0.04747320061255743,50,20,1,0,4,3851,15.090909090909092,4.719325153374233
1097,0,90,124,24,32,55,18,5,58,30,0,6,457,0.02188183807439825,30,10,3,0,12,2685,26.941176470588236,4.735229759299781
1098,0,118,365,31,24,126,43,26,142,25,0,5,912,0.05701754385964912,67,16,0,6,3,5601,21.232558139534884,4.957236842105263
1099,0,85,279,22,13,101,50,5,113,36,0,3,708,0.07062146892655367,75,17,0,1,0,4457,20.34285714285714,5.122881355932203
11,0,52,100,16,12,35,13,2,37,13,0,0,297,0.05387205387205387,26,5,0,0,5,1853,24.75,5.0033670033670035
110,0,25,49,12,5,15,3,5,18,14,0,1,143,0.07586206896551724,7,2,0,0,1,817,29.0,4.461538461538462
1100,0,59,195,20,13,57,19,6,71,22,0,1,467,0.06209850107066381,56,14,0,0,4,2930,23.45,5.107066381156317
1101,0,141,354,38,29,151,60,17,148,52,0,3,1015,0.061083743842364535,75,26,0,1,4,6140,24.951219512195124,4.87192118226601
1102,0,235,668,115,100,235,113,30,280,86,1,5,1914,0.06774361646690985,150,18,2,2,11,11426,20.858695652173914,4.768547544409613
1103,0,256,775,96,55,260,93,23,341,69,1,8,1998,0.052290836653386456,137,74,0,3,8,12411,26.142857142857142,5.049049049049049
1104,0,110,240,28,33,113,52,18,99,18,1,5,708,0.08028169014084507,50,14,3,4,5,4222,16.952380952380953,4.757062146892656
1105,0,106,291,33,24,78,16,11,123,46,0,4,750,0.050666666666666665,103,33,0,0,9,4633,24.225806451612904,5.044
1106,0,57,176,10,27,62,16,8,69,12,0,2,443,0.05869074492099323,38,13,5,2,5,2761,22.2,4.993227990970655
1107,0,96,175,35,29,75,31,9,85,25,0,1,572,0.022530329289428077,40,6,1,0,8,3461,20.678571428571427,4.909090909090909
1108,0,223,675,86,48,247,102,16,299,90,0,3,1799,0.057809894385769875,161,55,0,3,4,11428,31.189655172413794,5.19177320733741
1109,0,222,646,68,48,233,91,60,339,89,0,16,1828,0.05863192182410423,84,33,0,2,7,11057,24.945945945945947,4.892231947483588
111,0,177,340,71,72,152,36,3,153,47,0,9,1083,0.03693444136657433,81,29,12,4,7,6550,13.382716049382717,4.758079409048938
1110,0,127,360,44,25,127,45,22,156,39,0,1,963,0.06528497409326425,85,28,0,0,3,5813,29.363636363636363,4.844236760124611
1111,0,83,214,39,13,66,22,9,83,31,0,4,566,0.0353356890459364,37,15,0,1,1,3516,22.68,5.0371024734982335
1112,0,351,793,145,136,346,226,33,375,134,2,10,2591,0.053929121725731895,125,27,12,6,15,16447,23.44144144144144,5.153222693940563
1113,0,125,371,40,38,123,31,19,157,45,0,9,980,0.07142857142857142,104,33,1,3,6,6229,24.0,5.153061224489796
1114,0,276,436,86,85,236,112,19,187,69,0,17,1557,0.04169339320076972,90,55,6,1,11,9185,10.331125827814569,4.741811175337187
1115,0,567,997,146,174,418,108,47,370,233,2,20,3107,0.04858429858429859,271,114,6,6,36,18592,18.33529411764706,4.78982941744448
1116,0,133,419,31,35,148,43,24,138,34,0,1,1022,0.08317025440313111,102,42,1,3,4,6181,11.043010752688172,4.805283757338552
1117,0,70,174,16,12,70,22,24,80,14,0,0,493,0.04259634888438134,37,15,0,0,2,2955,19.192307692307693,4.81947261663286
1118,0,282,702,100,105,271,129,38,362,99,2,17,2123,0.06349952963311382,98,23,3,8,8,13502,22.69148936170213,5.2072538860103625
1119,0,260,454,103,112,224,85,29,197,64,6,15,1560,0.03397435897435897,87,40,34,1,11,8670,12.885245901639344,4.369230769230769
112,0,15,56,2,4,16,12,5,18,5,0,0,139,0.07194244604316546,9,3,0,0,0,893,19.857142857142858,5.18705035971223
1120,0,92,260,21,20,77,27,9,112,19,0,3,641,0.07956318252730109,71,32,0,0,5,4010,28.217391304347824,5.042121684867395
1121,0,80,230,27,17,80,34,11,77,37,0,2,603,0.06965174129353234,65,15,0,0,1,3630,22.333333333333332,4.830845771144278
1122,0,100,340,16,17,95,28,11,118,26,0,4,754,0.10610079575596817,130,57,0,0,3,4914,32.91304347826087,5.270557029177719
1123,0,97,242,35,19,85,27,9,89,27,0,2,640,0.053125,45,7,1,0,2,3890,22.06896551724138,4.909375
1124,0,112,377,41,21,136,65,42,191,32,0,5,1051,0.049476688867745006,112,64,0,4,1,6165,25.70731707317073,4.7126546146527115
1125,0,157,313,68,42,152,42,15,166,46,0,4,1052,0.025665399239543727,45,15,0,1,6,6322,19.90566037735849,4.866920152091255
1126,0,91,284,22,22,77,34,10,96,22,0,3,639,0.096875,73,24,0,2,3,4015,23.77777777777778,5.050078247261346
1127,0,134,237,64,58,117,60,12,113,35,1,5,854,0.03161592505854801,36,12,1,2,15,5259,17.551020408163264,4.96135831381733
1128,0,299,729,123,82,274,87,38,332,97,0,9,2103,0.06134969325153374,181,56,2,3,12,12512,20.980198019801982,4.7860199714693294
1129,0,254,672,79,41,267,133,83,420,61,0,9,2134,0.033707865168539325,78,46,0,2,2,13266,21.636363636363637,5.060918462980319
113,0,64,117,25,18,47,10,8,38,29,1,3,373,0.032171581769437,36,12,0,0,5,2213,23.5,4.67828418230563
1130,0,350,682,103,126,289,82,26,294,116,0,9,2138,0.0411599625818522,96,48,2,3,36,12946,22.819148936170212,4.899906454630496
1131,0,172,452,56,47,159,52,8,194,52,1,4,1217,0.07054963084495489,93,39,0,2,3,7642,26.543478260869566,5.127362366474938
1132,0,97,231,23,23,109,33,11,91,37,0,2,679,0.07952871870397643,40,22,0,0,3,4088,21.967741935483872,4.888070692194404
1133,0,717,1232,252,279,564,139,69,490,173,5,37,4033,0.04611951400942227,332,176,69,4,40,22942,12.272727272727273,4.494421026531119
1134,0,168,453,61,38,155,82,22,215,46,0,5,1265,0.06200941915227629,90,46,0,3,3,8024,25.62,5.159683794466403
1135,0,66,196,13,16,63,10,11,93,16,0,2,490,0.07926829268292683,43,17,0,1,0,3115,28.941176470588236,5.216326530612245
1136,0,142,323,48,27,127,47,20,133,45,2,1,915,0.056583242655059846,52,29,0,1,7,5457,22.634146341463413,4.772677595628415
1137,0,117,304,44,35,146,33,14,123,39,0,2,852,0.0539906103286385,61,36,2,6,4,5047,20.285714285714285,4.735915492957746
1138,0,122,393,32,30,111,38,5,131,37,0,1,875,0.07519640852974187,101,31,0,0,4,5466,22.325,5.022857142857143
1139,0,46,163,8,9,41,19,7,54,12,0,0,366,0.08196721311475409,38,12,0,1,1,2279,23.125,5.021857923497268
114,0,77,191,40,39,70,42,8,97,26,0,4,609,0.060556464811783964,26,7,0,2,0,3764,30.55,4.995073891625616
1140,0,190,658,62,34,161,80,45,286,77,0,7,1649,0.04954682779456193,163,55,0,4,2,10462,27.21311475409836,5.16191631291692
1141,0,71,209,18,12,68,24,15,104,20,0,3,559,0.058823529411764705,35,16,0,0,4,3392,29.526315789473685,4.923076923076923
1142,0,48,137,14,13,33,11,3,55,13,0,2,327,0.0764525993883792,26,5,2,0,2,2127,25.307692307692307,5.302752293577981
1143,0,63,165,28,18,49,8,3,53,15,1,4,400,0.085,40,16,2,0,3,2402,25.0625,4.79
1144,0,296,444,117,152,213,74,15,194,80,4,18,1626,0.028887523048555623,81,45,40,3,10,9117,12.103703703703705,4.405289052890529
1145,0,20,94,2,4,23,19,1,42,11,0,0,219,0.0502283105022831,31,5,0,0,1,1354,24.444444444444443,5.031963470319635
1146,0,114,173,38,40,67,25,7,59,38,1,6,576,0.04861111111111111,39,24,6,0,9,3556,18.15625,4.949652777777778
1147,0,649,1235,253,186,588,277,56,681,162,2,14,4201,0.05988165680473373,93,84,0,7,11,26791,23.08743169398907,5.223280171387765
1148,0,125,436,26,17,156,65,30,202,51,0,3,1107,0.050405040504050404,88,26,0,3,1,6741,29.263157894736842,4.932249322493225
1149,0,146,396,49,34,135,62,16,199,42,0,6,1095,0.07853881278538813,97,26,2,3,3,6818,28.973684210526315,5.057534246575343
115,0,98,167,38,35,92,39,26,89,24,0,3,607,0.06403940886699508,31,8,0,1,4,3647,16.45945945945946,4.805601317957167
1150,0,196,539,57,45,210,42,20,241,71,0,1,1467,0.047716428084526245,147,66,3,0,4,8719,25.06779661016949,4.759372869802317
1151,0,98,245,24,23,93,32,11,101,42,0,4,693,0.046176046176046176,71,33,2,1,4,4210,22.419354838709676,4.897546897546897
1152,0,65,540,19,10,58,73,16,159,54,0,1,1010,0.10946745562130178,133,35,0,0,0,6808,18.88888888888889,5.488118811881188
1153,0,73,247,31,8,74,30,26,115,25,0,0,657,0.0700152207001522,67,32,1,1,0,3878,17.5,4.741248097412481
1154,0,509,887,219,266,415,189,28,390,143,2,27,3153,0.04313352362829052,131,72,46,12,36,18556,21.77027027027027,4.684744687599112
1155,0,212,653,64,42,183,83,67,249,76,0,13,1683,0.07947805456702253,132,82,0,4,3,10373,29.649122807017545,4.976827094474153
1156,0,114,447,41,15,134,54,39,167,43,0,4,1064,0.09728718428437792,105,49,0,0,1,6705,28.31578947368421,5.072368421052632
1157,0,175,568,54,48,155,56,43,276,53,0,3,1478,0.06089309878213803,161,60,3,3,6,9135,30.510204081632654,4.941813261163735
1158,0,228,495,86,58,215,75,10,231,74,0,5,1477,0.052596089008766014,78,34,4,3,11,9250,27.10909090909091,5.082599864590386
1159,0,55,92,20,13,41,15,6,46,24,0,1,317,0.04416403785488959,13,10,0,0,7,1818,22.857142857142858,4.558359621451104
116,0,58,122,11,19,51,20,6,47,12,0,1,346,0.10115606936416185,27,14,1,2,1,2051,21.875,4.641618497109826
1160,0,84,233,31,13,81,31,21,111,29,0,2,646,0.04643962848297214,50,23,0,1,4,3914,21.566666666666666,4.905572755417957
1161,0,151,335,28,25,138,50,32,158,45,0,0,996,0.029116465863453816,67,28,0,2,4,6153,18.51851851851852,5.021084337349397
1162,0,323,469,147,122,236,60,34,211,74,1,19,1739,0.046578493387004025,102,50,16,3,16,10217,12.911111111111111,4.674525589419207
1163,0,183,377,58,38,189,100,10,153,86,0,2,1244,0.03054662379421222,87,34,0,0,3,7565,24.98,4.931672025723473
1164,0,83,255,26,21,95,24,13,112,26,0,3,671,0.05952380952380952,50,15,0,1,0,4121,21.70967741935484,5.002980625931445
1165,0,418,870,225,155,413,266,24,438,197,0,8,2914,0.07817258883248732,77,30,0,12,11,17971,35.01176470588236,4.942004118050789
1166,0,58,179,16,9,59,15,8,68,14,0,1,441,0.07029478458049887,42,10,0,0,0,2761,18.416666666666668,5.111111111111111
1167,0,121,343,50,33,145,58,19,153,44,0,5,994,0.055944055944055944,77,22,0,4,2,6148,27.86111111111111,5.02112676056338
1168,0,106,268,37,40,92,27,6,114,55,0,5,780,0.046153846153846156,51,20,0,1,3,4700,26.066666666666666,4.888461538461539
1169,0,250,637,97,99,200,54,24,281,87,5,15,1774,0.05298759864712514,202,63,17,5,16,10950,20.568181818181817,4.953776775648253
117,0,91,267,26,14,101,35,23,130,41,0,4,729,0.06275579809004093,58,18,0,1,2,4683,26.357142857142858,5.152263374485597
1170,0,32,65,6,10,27,9,5,30,10,0,0,195,0.08205128205128205,12,4,0,0,2,1194,19.6,4.958974358974359
